sub_centres_per_100k,phcs_per_100k,chcs_per_100k,sub_divisional_hospital_per_100k,district_hospital_per_100k,population
-0.06907035261513132,-0.0003349530071806052,-0.03488229471793136,-0.009007328622013738,-0.06584567818232885,-0.0544373895446754
-0.11918960702232803,-0.07489627494713488,-0.05444509774077918,0.002488840052819113,0.042618416517343174,-0.05815365940762098
-0.09443525256337346,-0.05562637480871651,-0.04898468230841208,0.006790916220451608,-0.010978967611998755,-0.03528019483910942
-0.0880322923622001,-0.053572993000462726,-0.04657067926984774,-0.005476013335875555,-0.015792897473939298,-0.05741644481559781
-0.0720931726728165,-0.012557908646468599,-0.03853045967026283,-0.009109960919265905,-0.06370460000338492,-0.0561972793924471
-0.12091080913081738,-0.08804628089274968,-0.055995858714000694,2.6080253073979424e-05,0.04819562250442845,-0.0447021549453929
-0.0845027806938737,-0.049960769569809306,-0.0386898639888557,0.007978510806177088,-0.04620154617527829,-0.055484870636283254
-0.09750022158645621,-0.05289047846144462,-0.046337638834697124,0.007901668327009342,-0.017375641347388244,-0.060659008354946205
-0.11068661221270065,-0.07241032156600545,-0.054621776496829935,-0.005168847404613898,0.041068023655055366,-0.05975784852260629
-0.1020354411015124,-0.05901543712056912,-0.04817830209144062,0.006022807313143848,0.0003436181745159432,-0.05874604017953543
0.1579086256981031,-0.11196700019879124,-0.09818846486037544,-0.014562604887114652,0.09138057842322196,-0.08337446268063756
-0.08222732706338647,-0.05247227069748254,-0.04136660616177238,-0.00572154956037044,-0.032053965762302544,-0.05301960101260883
-0.12119642533503429,-0.06317806464886525,-0.05311162432890289,0.008177769643175507,0.05321544216776613,-0.0667147112674911
-0.12043547338143605,-0.08906233928813684,-0.057463543101972187,-0.004251689048288132,0.04776798817808749,-0.005380490536152862
-0.0658442222056738,-0.04293383214931351,-0.03442656563454045,-0.006089594793895114,-0.06893494250921885,-0.04863216296528164
0.07350879377510641,0.040302272621330335,-0.1455979193137096,-0.018799737574927446,0.09365548124615954,0.09012999856140214
0.19195469075423044,0.08202120986614016,0.07715933923845393,-0.005958196741734807,0.15060065381390483,0.2120827459801693
0.20268845367544194,0.06814127533947595,0.06236189284923127,-0.007935069458543722,0.16422314667169635,0.19442785756214706
0.19839076501062386,0.08141706787287503,0.07634457645942808,-0.0076460904313926875,0.15345173362541903,0.19250792745230857
0.18707369587379116,0.079780430877759,0.09564358948878207,-0.013664492959887283,-0.0858467672500615,-0.03531942246101744
0.10617905102515877,0.015832884090828208,-0.010050060369422433,-0.018817284687817272,-0.22996228238724642,-0.08008399517198783
0.1994691467560205,0.07290525691902719,0.05449552558004186,-0.00898018493660673,0.15085540849285162,0.12485120454058385
-0.09651217672780445,0.02924786603081095,-0.05138596217817499,-0.009006032063914393,-0.0557719367329688,-0.06899740666528119
0.20722341973890365,0.0770450618786792,0.0906479608959757,-0.011555456652687444,0.07595795172197446,0.21481258159682207
0.1301154409171826,0.009919702443135225,0.027302513365921367,-0.019501253633991286,-0.2484959066496424,-0.07620713202621271
0.06350720801817569,0.009473041910453204,0.02222988594904413,-0.027827135755369103,-0.3131891615512833,0.08960435595413435
0.10317158207056483,0.03851109027438433,0.008457088084432948,-0.022555368391929877,-0.32760004725517655,0.09215227760938231
-0.06659992298039423,0.02964612854178889,-0.006705622489757071,-0.008926047133548966,-0.1348045249135589,-0.06504152547642454
0.14119081101091965,0.042337370295393945,-0.016859225305392904,-0.016712252612858268,-0.23009297261437375,-0.046465356757818405
0.19275132303592968,0.06677571524001777,0.003858670021193816,-0.00779085071281474,0.16573622779616295,0.22613686281239062
0.17041235006717845,0.010641293127553892,0.058273127286122856,-0.015326276259264924,-0.2068576876128459,-0.03465657292160675
