state,district,sub_centres,phcs,chcs,sub_divisional_hospital,district_hospital,year,lgd_matched_name,district_census2011_code,match_type,population
Uttar Pradesh,Mau,225,43,6,0,2,2021-22,Mau,192,exact,2205968
Uttar Pradesh,Meerut,279,57,12,0,2,2021-22,Meerut,138,exact,3443689
Uttar Pradesh,Mirzapur,263,39,16,0,2,2021-22,Mirzapur,199,exact,2496970
Uttar Pradesh,Moradabad,259,56,7,0,2,2021-22,Moradabad,135,exact,4772006
Uttar Pradesh,Muzaffarnagar,286,47,7,0,2,2021-22,Muzaffarnagar,133,exact,4143512
Uttar Pradesh,Pilibhit,199,28,9,0,2,2021-22,Pilibhit,151,exact,2031007
Uttar Pradesh,Pratapgarh,355,60,21,0,2,2021-22,Pratapgarh,173,exact,3209141
Uttar Pradesh,Prayagraj,581,86,20,0,5,2021-22,Prayagraj,175,exact,5954391
Uttar Pradesh,Rae Bareli,352,53,19,0,2,2021-22,Rae Bareli,158,exact,3405559
Uttar Pradesh,Rampur,211,35,5,0,2,2021-22,Rampur,136,exact,2335819
Uttar Pradesh,Saharanpur,363,62,21,0,2,2021-22,Saharanpur,132,exact,3466382
Uttar Pradesh,Sambhal,216,31,10,0,1,2021-22,Sambhal,000,exact,
Uttar Pradesh,Sant Kabeer Nagar,183,23,4,0,1,2021-22,Sant Kabir Nagar,186,fuzzy,1715183
Uttar Pradesh,Shahjahanpur,298,47,17,0,2,2021-22,Shahjahanpur,152,exact,3006538
Uttar Pradesh,Shamli,135,26,7,0,1,2021-22,Shamli,000,exact,
Uttar Pradesh,Shravasti,125,12,6,0,1,2021-22,Shrawasti,181,fuzzy,1117361
Uttar Pradesh,Siddharth Nagar,278,64,8,0,1,2021-22,Siddharthnagar,184,fuzzy,2559297
Uttar Pradesh,Sitapur,474,67,21,0,2,2021-22,Sitapur,154,exact,4483992
Uttar Pradesh,Sonbhadra,173,31,7,0,2,2021-22,Sonbhadra,200,exact,1862559
Uttar Pradesh,Sultanpur,246,45,14,0,2,2021-22,Sultanpur,179,exact,3797117
Uttar Pradesh,Unnao,361,48,17,0,2,2021-22,Unnao,156,exact,3108367
Uttar Pradesh,Varanasi,320,51,13,0,5,2021-22,Varanasi,197,exact,3676841
